Ref,Schematic value,Ordered MPN,Manufacturer,Ordered LCSC,Upload LCSC,Population,PCB DNP flag,Passive value check,Review,Order description
R22,33,0603WAF330JT5E,UNI-ROYAL(Uniroyal Elec),C23140,C23140,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 33Ω 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R23,33,0603WAF330JT5E,UNI-ROYAL(Uniroyal Elec),C23140,C23140,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 33Ω 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R24,33,0603WAF330JT5E,UNI-ROYAL(Uniroyal Elec),C23140,C23140,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 33Ω 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R25,33,0603WAF330JT5E,UNI-ROYAL(Uniroyal Elec),C23140,C23140,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 33Ω 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R26,33,0603WAF330JT5E,UNI-ROYAL(Uniroyal Elec),C23140,C23140,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 33Ω 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R27,0,0603WAF0000T5E,UNI-ROYAL(Uniroyal Elec),C21189,C21189,FIT,False,match,Zero-ohm battery path: check jumper current rating and voltage drop in first-article load test.,-55℃~+155℃ 0Ω 100mW 75V Thick Film Resistor ±1% 0603 Chip Resistor - Surface Mount ROHS
R28,10k,0603WAF1002T5E,UNI-ROYAL(Uniroyal Elec),C25804,C25804,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 10kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R29,33,0603WAF330JT5E,UNI-ROYAL(Uniroyal Elec),C23140,C23140,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 33Ω 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R30,33,0603WAF330JT5E,UNI-ROYAL(Uniroyal Elec),C23140,C23140,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 33Ω 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R31,33,0603WAF330JT5E,UNI-ROYAL(Uniroyal Elec),C23140,C23140,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 33Ω 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R32,33,0603WAF330JT5E,UNI-ROYAL(Uniroyal Elec),C23140,C23140,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 33Ω 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R33,33,0603WAF330JT5E,UNI-ROYAL(Uniroyal Elec),C23140,C23140,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 33Ω 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R34,33,0603WAF330JT5E,UNI-ROYAL(Uniroyal Elec),C23140,C23140,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 33Ω 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R35,33k,0603WAF3302T5E,UNI-ROYAL(Uniroyal Elec),C4216,C4216,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 33kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R36,68k,0603WAF6802T5E,UNI-ROYAL(Uniroyal Elec),C23231,C23231,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 68kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R37,13.3,ERJ3EKF13R3V,PANASONIC,C402979,C402979,FIT,False,match,"Existing 13.3 ohm 1%: 14.52..15.65mA at full scale. Recommend common 15 ohm 1% 0603 (C22810): 13.33mA nominal, 13.87mA upper from VFB/R tolerances; not yet substituted. 15 ohm 5% also stays below 15mA before drift/transients.",-55℃~+155℃ 100mW 13.3Ω Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R38,300k,0603WAF3003T5E,UNI-ROYAL(Uniroyal Elec),C23024,C23024,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 300kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R39,1M,0603WAF1004T5E,UNI-ROYAL(Uniroyal Elec),C22935,C22935,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 1MΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R40,100k,0603WAF1003T5E,UNI-ROYAL(Uniroyal Elec),C25803,C25803,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100kΩ 100mW 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R41,120k,0603WAF1203T5E,UNI-ROYAL(Uniroyal Elec),C25808,C25808,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 120kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R42,0,0603WAF0000T5E,UNI-ROYAL(Uniroyal Elec),C21189,C21189,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 0Ω 100mW 75V Thick Film Resistor ±1% 0603 Chip Resistor - Surface Mount ROHS
R43,0,,,,,DNP,True,not applicable,Expected order exclusion,
R44,0,0603WAF0000T5E,UNI-ROYAL(Uniroyal Elec),C21189,C21189,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 0Ω 100mW 75V Thick Film Resistor ±1% 0603 Chip Resistor - Surface Mount ROHS
R45,0,,,,,DNP,True,not applicable,Expected order exclusion,
R46,0,0603WAF0000T5E,UNI-ROYAL(Uniroyal Elec),C21189,C21189,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 0Ω 100mW 75V Thick Film Resistor ±1% 0603 Chip Resistor - Surface Mount ROHS
R47,2.2k,0603WAF2201T5E,UNI-ROYAL(Uniroyal Elec),C4190,C4190,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 2.2kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R48,2.2k,0603WAF2201T5E,UNI-ROYAL(Uniroyal Elec),C4190,C4190,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 2.2kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R49,1M,0603WAF1004T5E,UNI-ROYAL(Uniroyal Elec),C22935,C22935,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 1MΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R50,1M,0603WAF1004T5E,UNI-ROYAL(Uniroyal Elec),C22935,C22935,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 1MΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R51,100k,0603WAF1003T5E,UNI-ROYAL(Uniroyal Elec),C25803,C25803,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100kΩ 100mW 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R52,0,0603WAF0000T5E,UNI-ROYAL(Uniroyal Elec),C21189,C21189,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 0Ω 100mW 75V Thick Film Resistor ±1% 0603 Chip Resistor - Surface Mount ROHS
R53,10k,0603WAF1002T5E,UNI-ROYAL(Uniroyal Elec),C25804,C25804,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 10kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R54,10k,0603WAF1002T5E,UNI-ROYAL(Uniroyal Elec),C25804,C25804,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 10kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R55,10k,0603WAF1002T5E,UNI-ROYAL(Uniroyal Elec),C25804,C25804,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 10kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R56,10k,0603WAF1002T5E,UNI-ROYAL(Uniroyal Elec),C25804,C25804,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 10kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R57,1M,0603WAF1004T5E,UNI-ROYAL(Uniroyal Elec),C22935,C22935,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 1MΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R58,0,,,,,DNP,True,not applicable,Expected order exclusion,
R59,2k,0603WAF2001T5E,UNI-ROYAL(Uniroyal Elec),C22975,C22975,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 2kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R60,100,0603WAF1000T5E,UNI-ROYAL(Uniroyal Elec),C22775,C22775,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 100Ω 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R61,100,0603WAF1000T5E,UNI-ROYAL(Uniroyal Elec),C22775,C22775,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 100Ω 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R62,10k,0603WAF1002T5E,UNI-ROYAL(Uniroyal Elec),C25804,C25804,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 10kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R63,100,0603WAF1000T5E,UNI-ROYAL(Uniroyal Elec),C22775,C22775,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 100Ω 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R64,100,0603WAF1000T5E,UNI-ROYAL(Uniroyal Elec),C22775,C22775,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 100Ω 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R65,33,0603WAF330JT5E,UNI-ROYAL(Uniroyal Elec),C23140,C23140,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 33Ω 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R66,0,,,,,DNP,True,not applicable,Expected order exclusion,
R67,56k,0603WAF5602T5E,UNI-ROYAL(Uniroyal Elec),C23206,C23206,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 56kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R68,33,0603WAF330JT5E,UNI-ROYAL(Uniroyal Elec),C23140,C23140,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 33Ω 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R69,33,0603WAF330JT5E,UNI-ROYAL(Uniroyal Elec),C23140,C23140,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 33Ω 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R70,100k,0603WAF1003T5E,UNI-ROYAL(Uniroyal Elec),C25803,C25803,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100kΩ 100mW 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R71,22k,0603WAF2202T5E,UNI-ROYAL(Uniroyal Elec),C31850,C31850,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 22kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R72,10k,,,,,DNP,True,not applicable,Expected order exclusion,
R73,0,0603WAF0000T5E,UNI-ROYAL(Uniroyal Elec),C21189,C21189,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 0Ω 100mW 75V Thick Film Resistor ±1% 0603 Chip Resistor - Surface Mount ROHS
R74,0,,,,,DNP,True,not applicable,Expected order exclusion,
R75,100k,0603WAF1003T5E,UNI-ROYAL(Uniroyal Elec),C25803,C25803,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100kΩ 100mW 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R76,100k,0603WAF1003T5E,UNI-ROYAL(Uniroyal Elec),C25803,C25803,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100kΩ 100mW 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R77,100k,0603WAF1003T5E,UNI-ROYAL(Uniroyal Elec),C25803,C25803,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100kΩ 100mW 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
R78,1k,0603WAF1001T5E,UNI-ROYAL(Uniroyal Elec),C21190,C21190,FIT,False,match,Nominal value/package and connected role reviewed; see block-coverage.csv and root DESIGN_REVIEW.md for operating limits.,-55℃~+155℃ 100mW 1kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
SW1,SW_Push,TS365ZJ,SHOU HAN,C557598,C557598,FIT,False,not applicable,TS365ZJ: 5mm signal pitch and 7mm bracket pitch match board holes; housing/actuator enclosure fit is separate.,"-20℃~+70℃ 12V 2.5N 3.6mm 50,000 cycles 50mA 5mm 7.3mm No Rectangular Button Right Angle SMD(SMT) Tab SPST White With Bracket Plugin Tactile Switches ROHS"
SW2,SW_Push,TS365ZJ,SHOU HAN,C557598,C557598,FIT,False,not applicable,TS365ZJ: 5mm signal pitch and 7mm bracket pitch match board holes; housing/actuator enclosure fit is separate.,"-20℃~+70℃ 12V 2.5N 3.6mm 50,000 cycles 50mA 5mm 7.3mm No Rectangular Button Right Angle SMD(SMT) Tab SPST White With Bracket Plugin Tactile Switches ROHS"
SW3,SW_Push,TS365ZJ,SHOU HAN,C557598,C557598,FIT,False,not applicable,TS365ZJ: 5mm signal pitch and 7mm bracket pitch match board holes; housing/actuator enclosure fit is separate.,"-20℃~+70℃ 12V 2.5N 3.6mm 50,000 cycles 50mA 5mm 7.3mm No Rectangular Button Right Angle SMD(SMT) Tab SPST White With Bracket Plugin Tactile Switches ROHS"
SW4,SW_Push,TS365ZJ,SHOU HAN,C557598,C557598,FIT,False,not applicable,TS365ZJ: 5mm signal pitch and 7mm bracket pitch match board holes; housing/actuator enclosure fit is separate.,"-20℃~+70℃ 12V 2.5N 3.6mm 50,000 cycles 50mA 5mm 7.3mm No Rectangular Button Right Angle SMD(SMT) Tab SPST White With Bracket Plugin Tactile Switches ROHS"
SW5,SW_Push,TS365ZJ,SHOU HAN,C557598,C557598,FIT,False,not applicable,TS365ZJ: 5mm signal pitch and 7mm bracket pitch match board holes; housing/actuator enclosure fit is separate.,"-20℃~+70℃ 12V 2.5N 3.6mm 50,000 cycles 50mA 5mm 7.3mm No Rectangular Button Right Angle SMD(SMT) Tab SPST White With Bracket Plugin Tactile Switches ROHS"
SW6,SW_Push,No Part Selected,,,,DNP,False,not applicable,Explicitly unselected in order. Set source DNP flag for reproducibility; bare pads remain useful.,
SW7,SW_Push,TS365ZJ,SHOU HAN,C557598,C557598,FIT,False,not applicable,TS365ZJ: 5mm signal pitch and 7mm bracket pitch match board holes; housing/actuator enclosure fit is separate.,"-20℃~+70℃ 12V 2.5N 3.6mm 50,000 cycles 50mA 5mm 7.3mm No Rectangular Button Right Angle SMD(SMT) Tab SPST White With Bracket Plugin Tactile Switches ROHS"
SW8,SW_Push,TS365ZJ,SHOU HAN,C557598,C557598,FIT,False,not applicable,TS365ZJ: 5mm signal pitch and 7mm bracket pitch match board holes; housing/actuator enclosure fit is separate.,"-20℃~+70℃ 12V 2.5N 3.6mm 50,000 cycles 50mA 5mm 7.3mm No Rectangular Button Right Angle SMD(SMT) Tab SPST White With Bracket Plugin Tactile Switches ROHS"
SW9,SW_Push,TS365ZJ,SHOU HAN,C557598,C557598,FIT,False,not applicable,TS365ZJ: 5mm signal pitch and 7mm bracket pitch match board holes; housing/actuator enclosure fit is separate.,"-20℃~+70℃ 12V 2.5N 3.6mm 50,000 cycles 50mA 5mm 7.3mm No Rectangular Button Right Angle SMD(SMT) Tab SPST White With Bracket Plugin Tactile Switches ROHS"
SW10,SW_Push,TS365ZJ,SHOU HAN,C557598,C557598,FIT,False,not applicable,TS365ZJ: 5mm signal pitch and 7mm bracket pitch match board holes; housing/actuator enclosure fit is separate.,"-20℃~+70℃ 12V 2.5N 3.6mm 50,000 cycles 50mA 5mm 7.3mm No Rectangular Button Right Angle SMD(SMT) Tab SPST White With Bracket Plugin Tactile Switches ROHS"
SW11,SW_Push,TS365ZJ,SHOU HAN,C557598,C557598,FIT,False,not applicable,TS365ZJ: 5mm signal pitch and 7mm bracket pitch match board holes; housing/actuator enclosure fit is separate.,"-20℃~+70℃ 12V 2.5N 3.6mm 50,000 cycles 50mA 5mm 7.3mm No Rectangular Button Right Angle SMD(SMT) Tab SPST White With Bracket Plugin Tactile Switches ROHS"
TP1,TestPoint,,,,,MECHANICAL/BARE PAD,False,not applicable,Expected order exclusion,
TP2,TestPoint,,,,,MECHANICAL/BARE PAD,False,not applicable,Expected order exclusion,
TP3,TestPoint,,,,,MECHANICAL/BARE PAD,True,not applicable,Expected order exclusion,
TP4,TestPoint,,,,,MECHANICAL/BARE PAD,True,not applicable,Expected order exclusion,
TP5,TestPoint,,,,,MECHANICAL/BARE PAD,True,not applicable,Expected order exclusion,
U1,TPD4E1U06DBVR,TPD4E1U06DBVR,TECH PUBLIC,C19829453,C19829453,FIT,False,not applicable,"Exact TECH PUBLIC TPD4E1U06DBVR sheet verified: independent signal pins 1/3/4/6, GND2, NC5; assignments compatible. Pin compatibility is not identical TI performance or system ESD certification.",-55℃~+125℃ 0.55pF 10nA 14V 5.5V 50W@8/20us 8.5V IEC 61000-4-2、IEC 61000-4-5、IEC 61000-4-4 TVS Unidirectional SOT-23-6 ESD and Surge Protection (TVS/ESD) ROHS
U2,TPS2116DRL,TPS2116DRLR,Texas Instruments,C3235557,C3235557,FIT,False,not applicable,"TPS2116: VIN1=MODE=USB_VBUS, VIN2=P+, PR1=300k/100k divider; 4V nominal threshold, 3.625..4.385V including reference/resistor tolerance. Measure hot-plug and source transitions.",Operating status indication SOT-583 Power Management - Specialized ROHS
U3,TLV75533PDBV,TLV75533PDBVR,Texas Instruments,C404027,C404027,FIT,False,not applicable,500mA SOT-23-5 LDO; require load/thermal measurement at 5V USB with WiFi+SD+display.,"-40℃~+125℃@(Tj) 1 238mV@(500mA) 25uA 3.3V 46dB@(100kHz) 5.5V 500mA 71.5uVrms Fixed Over Current Protection、Thermal Shutdown、Input undervoltage protection Positive SOT-23-5 Voltage Regulators - Linear, Low Drop Out (LDO) Regulators ROHS"
U4,ESP32-S3-WROOM-1,ESP32-S3-WROOM-1-N16R8,Espressif Systems,C2913202,C2913202,FIT,False,not applicable,N16R8 order: leave GPIO35/36/37 unused (source does). Boot strap GPIO3/45/46 exposed on header.,"-103.5dBm -40℃~+65℃ 2.4GHz 20.5dBm 355mA 3V~3.6V 95mA ESP32-S3R8 On-board PCB Antenna UART、SPI、I2C、GPIO、I2S、USB SMD,25.5x18mm WiFi Modules ROHS"
U5,DW01A,DW01A,PUOLOP,C351410,C351410,FIT,False,not applicable,"USB-present reverse-battery concern: supply can be forced negative through Q8-on/Q3-body-diode path. VCC=P+, GND=B-. No reference series VCC filter; sensing includes PMOS drops. See DESIGN_REVIEW.md section 4.",-40℃~+85℃ 1 2.5V 300mV~10V 3uA 4.3V Protection IC Support SOT-23-6L Battery Management ROHS
U6,TPD4E1U06DBVR,TPD4E1U06DBVR,TECH PUBLIC,C19829453,C19829453,FIT,False,not applicable,"Exact TECH PUBLIC TPD4E1U06DBVR sheet verified: independent signal pins 1/3/4/6, GND2, NC5; assignments compatible. Pin compatibility is not identical TI performance or system ESD certification.",-55℃~+125℃ 0.55pF 10nA 14V 5.5V 50W@8/20us 8.5V IEC 61000-4-2、IEC 61000-4-5、IEC 61000-4-4 TVS Unidirectional SOT-23-6 ESD and Surge Protection (TVS/ESD) ROHS
U7,TPD4E1U06DBVR,TPD4E1U06DBVR,TECH PUBLIC,C19829453,C19829453,FIT,False,not applicable,"Exact TECH PUBLIC TPD4E1U06DBVR sheet verified: independent signal pins 1/3/4/6, GND2, NC5; assignments compatible. Pin compatibility is not identical TI performance or system ESD certification.",-55℃~+125℃ 0.55pF 10nA 14V 5.5V 50W@8/20us 8.5V IEC 61000-4-2、IEC 61000-4-5、IEC 61000-4-4 TVS Unidirectional SOT-23-6 ESD and Surge Protection (TVS/ESD) ROHS
U8,TPD4E1U06DBVR,TPD4E1U06DBVR,TECH PUBLIC,C19829453,C19829453,FIT,False,not applicable,"Exact TECH PUBLIC TPD4E1U06DBVR sheet verified: independent signal pins 1/3/4/6, GND2, NC5; assignments compatible. Pin compatibility is not identical TI performance or system ESD certification.",-55℃~+125℃ 0.55pF 10nA 14V 5.5V 50W@8/20us 8.5V IEC 61000-4-2、IEC 61000-4-5、IEC 61000-4-4 TVS Unidirectional SOT-23-6 ESD and Surge Protection (TVS/ESD) ROHS
U9,TPD4E1U06DBVR,TPD4E1U06DBVR,TECH PUBLIC,C19829453,C19829453,FIT,False,not applicable,"Exact TECH PUBLIC TPD4E1U06DBVR sheet verified: independent signal pins 1/3/4/6, GND2, NC5; assignments compatible. Pin compatibility is not identical TI performance or system ESD certification.",-55℃~+125℃ 0.55pF 10nA 14V 5.5V 50W@8/20us 8.5V IEC 61000-4-2、IEC 61000-4-5、IEC 61000-4-4 TVS Unidirectional SOT-23-6 ESD and Surge Protection (TVS/ESD) ROHS
U10,TPS923610DRLR,TPS923610DRLR,Texas Instruments,C52919131,C52919131,FIT,False,not applicable,"TPS923610 ADIM first high >40us, then recommended 10..200kHz dimming; low >2.5ms shutdown/latch reset. Shutdown retains input/output diode path. Qualify color-change stored-energy pulses; 25V typical OVP.",SOT-563-6 LED Drivers ROHS
U11,TP4056-42-ESOP8,TP4056-42-ESOP8,TOPPOWER(Nanjing Extension Microelectronics),C16581,C16581,FIT,False,not applicable,R6=4.7k: ordered sheet formula gives 234mA; its low-current example table differs. About 0.25A intended; measure actual. TEMP grounded.,-40℃~+85℃ 1 1A 2uA 4.2V 4V~8V Charging IC Lithium Battery Support ESOP-8 Battery Management ROHS
U12,74LVC1G04,74LVC1G04GV,MDD(Microdiode Semiconductor),C53185133,C53185133,FIT,False,not applicable,"Exact MDD drawing verified: NC1 A2 GND3 Y4 VCC5, compatible at 3.3V. Static complementary logic does not guarantee nonoverlap during Q5/Q6 switching.","-40℃~+125℃ 1 1.2V、1.9V、2.2V、2.3V、3.8V 1.65V~5.5V 1.7V、2V 100mV、300mV、400mV、450mV、550mV、600mV、700mV、800mV 24mA 24mA 2ns@5.5V,50pF 4uA 700mV、800mV 74LVC Schmitt trigger SOT-23-5 Inverters ROHS"
U13,DS3231MZ,No Part Selected,,,,DNP,False,not applicable,Explicitly unselected in order. Set source DNP flag for reproducibility; bare pads remain useful.,
